Vibration_Accel_X,Vibration_Accel_Y,Vibration_Accel_Z,Vibration_Envelope,Shaft_RPM,Motor_Current_PhaseA,Motor_Current_PhaseB,Motor_Current_PhaseC,Motor_Voltage_RMS,Pump_Discharge_Pressure,RUL
0.9552869150062024,1.1157031436665175,-0.0834974152391616,-0.5051001560434495,-1.1091696749291664,-0.12292399453381035,-0.4576117647289444,-0.18756664002115642,-0.335568554374285,0.2793684493476088,54.17692339891743
0.997529391968497,-0.540111231843869,0.18669348414748418,0.4825423006362345,-0.5954540192611679,0.20851678919258085,-1.058121940295759,0.3745511102523685,-1.2730187163204751,0.8887192978158631,30.721490782643663
0.31144784091270683,-0.9191027323065329,-0.38716147593852696,-0.5926628738409114,-1.1573434759489134,-0.4043562361128734,0.5487685180937515,0.01101930068009585,-1.0506169214855268,-0.40760383235269926,60.10185439379677
-1.025624206665505,0.6291079490278304,-0.877412923342074,-1.124024077172177,-0.26442033654576036,1.0711485718336284,-0.009625156229606531,1.0067467659992015,-0.9352451610302365,0.5767986548606747,48.815762034155476
-0.4292979811828874,0.7072047494200497,-0.3103506735175695,0.48165170138639446,0.13970397923007713,1.1174363878804352,-0.11996447110613619,-0.32204628102444094,-1.18760794604808,-0.3147167624144342,6.592414352135467
0.7669393825672476,-0.45402571206035996,0.5070557931877911,1.0294606930121524,1.2009884941302456,-0.7412788470294068,-0.3702669461635822,-0.5683016290760342,-0.1575935592299919,-0.11348425388840622,68.29356461457292
-0.6968055992808231,-0.3958139011017986,-1.1520878988710963,0.07093303088177727,-0.7553341582726801,1.1987472778567614,0.390915684047488,0.4872454664256783,-0.8216463644389731,1.052261370977404,53.27977913932471
0.2032188920100945,-1.0399195530800889,-1.03954455816044,0.5835872417627243,0.9172814317779792,0.9500484762859418,-0.3331855381880604,0.478517047250235,1.0280816572458717,0.7175768079022773,55.02450136938677
0.8615478282124138,0.749709115213065,0.7045143341728821,-0.29350848917283073,0.1614396156067677,0.7862855898545885,-0.7707719027414769,0.7128494277244097,-0.2503959222094598,-0.9003402392722964,8.967954287288212
-0.5552400613183662,0.605518171289471,-0.14413896619897262,0.08380688040394144,-0.035891697849549625,0.8815957826273964,1.0362567378253889,0.025906530535417985,-0.03647912337259604,-1.0310125625517026,31.5270156526897
